Date,Day,Commons day type,Commons scrutiny day?,Lords day type,Lords scrutiny day?,Day URL
 1,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/01
 2,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/02
 3,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/03
 4,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/04
 5,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/05
 6,Friday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/06
 7,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/07
 8,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/08
 9,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/09
10,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/10
11,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/11
12,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/12
13,Friday,Adjournment day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/13
14,Saturday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/14
15,Sunday,Adjournment day,True,Adjournment day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/15
16,Monday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/16
17,Tuesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/17
18,Wednesday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/18
19,Thursday,Parliamentary sitting day,True,Parliamentary sitting day,True,https://api.parliament.uk/egg-timer/calendar/2024/12/19
20,Friday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/20
21,Saturday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/21
22,Sunday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/22
23,Monday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/23
24,Tuesday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/24
25,Wednesday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/25
26,Thursday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/26
27,Friday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/27
28,Saturday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/28
29,Sunday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/29
30,Monday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/30
31,Tuesday,Adjournment day (Christmas recess),False,Adjournment day (Christmas recess),False,https://api.parliament.uk/egg-timer/calendar/2024/12/31
